db_id,room_label,noise_type,TotalUsedMem_mean,TotalUsedMem_std,TotalUsedMem_max,TotalUsedMem_min,TotalUsedMem_median,CpuUtil_mean,CpuUtil_std,CpuUtil_max,CpuUtil_min,CpuUtil_median,GpuUtil_mean,GpuUtil_std,GpuUtil_max,GpuUtil_min,GpuUtil_median,BatteryMicroAmps_mean,BatteryMicroAmps_std,BatteryMicroAmps_max,BatteryMicroAmps_min,BatteryMicroAmps_median,BatteryTemp_mean,BatteryTemp_std,BatteryTemp_max,BatteryTemp_min,BatteryTemp_median,BatteryLevel_mean,BatteryLevel_std,BatteryLevel_max,BatteryLevel_min,BatteryLevel_median,BatteryVoltageMv_mean,BatteryVoltageMv_std,BatteryVoltageMv_max,BatteryVoltageMv_min,BatteryVoltageMv_median,AvgFPS_mean,AvgFPS_std,AvgFPS_max,AvgFPS_min,AvgFPS_median,WorstFrameMs_mean,WorstFrameMs_std,WorstFrameMs_max,WorstFrameMs_min,WorstFrameMs_median,BestFrameMs_mean,BestFrameMs_std,BestFrameMs_max,BestFrameMs_min,BestFrameMs_median,MainThreadMs_mean,MainThreadMs_std,MainThreadMs_max,MainThreadMs_min,MainThreadMs_median,GCAllocRate_mean,GCAllocRate_std,GCAllocRate_max,GCAllocRate_min,GCAllocRate_median,FrameTimeStdDev_mean,FrameTimeStdDev_std,FrameTimeStdDev_max,FrameTimeStdDev_min,FrameTimeStdDev_median,CpuClockFreq_mean,CpuClockFreq_std,CpuClockFreq_max,CpuClockFreq_min,CpuClockFreq_median,WorstFrameMs_range,CpuUtil_range
122,kitchen,1.0,146373957.8791209,275207.0196520871,146920192,145860580,146325128.0,0.15602637362637362,0.00920046901177489,0.173,0.1438,0.1543,0.3351956043956044,0.004225607440564961,0.343,0.3294,0.335,-2504505.6923076925,194355.37810377113,-2151542,-3079910,-2517762.0,51.0,0.0,51.0,51.0,51.0,0.71,0.0,0.71,0.71,0.71,3814.1758241758243,4.958927766258362,3820,3810,3810.0,72.01450549450549,0.356820103246141,72.95,71.34,72.0,15.780109890109891,0.8463824910306934,21.55,14.44,15.65,12.127252747252747,0.7955530095251926,13.36,6.7,12.25,13.919776923076922,0.45589495989924955,14.8322,13.0365,13.8934,0.0,0.0,0,0,0.0,0.0010297802197802197,0.0003885624160414272,0.003896,0.000299,0.000991,1920000.0,0.0,1920000,1920000,1920000.0,7.110000000000001,0.029199999999999976
123,kitchen,1.0,146478656.7912088,282666.0151164191,147120659,145934230,146424050.0,0.15853626373626373,0.01042610523300386,0.178,0.1413,0.1552,0.3341538461538462,0.004497364850475297,0.3424,0.3284,0.3313,-2514671.241758242,198427.5695756984,-2132865,-3113602,-2475647.0,50.0,0.0,50.0,50.0,50.0,0.7,0.0,0.7,0.7,0.7,3820.065934065934,4.289009722022677,3826,3817,3817.0,72.01307692307692,0.39178137981870587,73.63,71.23,71.96,15.813076923076924,0.7943308746747407,20.85,14.55,15.78,12.067032967032967,0.7388421790665213,13.21,7.27,12.17,13.958446153846152,0.5505847342815923,15.2239,12.9034,14.037,0.0,0.0,0,0,0.0,0.0010788241758241757,0.00036446062410107696,0.003641,0.000457,0.001028,1920000.0,0.0,1920000,1920000,1920000.0,6.300000000000001,0.03669999999999998
124,kitchen,2.0,146124364.67032966,275875.05292629567,146673192,145612442,146075944.0,0.15723846153846155,0.00487569412108606,0.1666,0.1516,0.154,0.3100428571428571,0.017308367551608903,0.3423,0.2825,0.3077,-2510618.7252747254,199785.241362545,-2064015,-2969311,-2497620.0,49.67032967032967,0.47269781408762973,50.0,49.0,50.0,0.69,0.0,0.69,0.69,0.69,3809.0,15.214028613969088,3818,3783,3818.0,72.01087912087912,0.3361932260261733,72.68,70.8,72.0,15.674725274725276,0.8482836798295728,21.58,14.2,15.67,12.25098901098901,0.7778632483998928,13.29,6.85,12.3,13.976145054945054,0.5310143551656034,16.1247,13.0204,13.9267,0.0,0.0,0,0,0.0,0.00099410989010989,0.00039005245945041944,0.003811,0.000313,0.000989,1920000.0,0.0,1920000,1920000,1920000.0,7.379999999999999,0.014999999999999986
125,kitchen,2.0,146436758.2087912,288288.38080469664,147001416,145850354,146376936.0,0.15655494505494505,0.014427837781611726,0.177,0.1327,0.1577,0.2935736263736264,0.0090394915683576,0.3083,0.2794,0.2954,-2479727.4615384615,198839.52810251046,-2070974,-3002271,-2486267.0,50.0,0.0,50.0,50.0,50.0,0.68,0.0,0.68,0.68,0.68,3801.131868131868,5.281432447123233,3805,3794,3805.0,72.01637362637362,0.3877671594699186,73.32,71.25,71.93,15.740219780219778,0.946728845401632,22.21,14.56,15.63,12.18164835164835,0.8888960240861365,13.1,6.43,12.42,13.817284615384617,0.5097358320025682,15.1138,12.5039,13.7782,0.0,0.0,0,0,0.0,0.0010206923076923077,0.00043990841704224696,0.004215,0.000517,0.000977,1920000.0,0.0,1920000,1920000,1920000.0,7.65,0.04429999999999998
126,hallway,0.0,143691608.69230768,201419.01429588135,144133508,143297563,143662852.0,0.16277472527472528,0.020115331871798085,0.1892,0.1354,0.1511,0.35583956043956044,0.014449305089948732,0.3692,0.3153,0.361,-2616609.208791209,214001.44170737182,-2102469,-3151323,-2631656.0,36.0,0.0,36.0,36.0,36.0,0.56,0.0,0.56,0.56,0.56,3641.3846153846152,15.60040542975247,3648,3605,3648.0,72.01043956043956,0.3478598443431942,74.04,71.36,71.97,15.794835164835163,1.0273908297098615,23.93,14.41,15.64,12.082307692307692,0.9894791861525232,12.95,4.17,12.23,13.863861538461538,0.2759284076910896,14.6618,13.1738,13.891,0.0,0.0,0,0,0.0,0.000983901098901099,0.0005042009972872384,0.005154,0.000495,0.000897,1920000.0,0.0,1920000,1920000,1920000.0,9.52,0.053800000000000014
127,hallway,0.0,143840428.07692307,199008.14823604684,144285116,143449244,143806172.0,0.14357802197802197,0.01316211568773383,0.1696,0.1267,0.1365,0.35504505494505495,0.014603905594328543,0.3653,0.3034,0.3588,-2586913.2747252746,170800.07490429436,-2242731,-2978101,-2581851.0,35.0,0.0,35.0,35.0,35.0,0.56,0.0,0.56,0.56,0.56,3643.6263736263736,6.457808970796223,3655,3640,3640.0,72.0056043956044,0.35164125908598287,73.97,71.1,71.96,15.62131868131868,0.8104185596087008,21.67,14.44,15.68,12.172307692307694,0.7126072268992644,13.28,6.4,12.2,13.95537912087912,0.3210790216049221,14.6122,13.4048,13.9157,675.1648351648352,6440.662036819466,61440,0,0.0,0.0009151098901098901,0.0003802497556591938,0.004039,0.000511,0.000891,1920000.0,0.0,1920000,1920000,1920000.0,7.230000000000002,0.042899999999999994
128,lab,0.0,144929727.43333334,273424.85468363046,145520564,144414268,144897872.0,0.14813666666666667,0.011056915574538502,0.1695,0.1261,0.14725,0.28575333333333336,0.0023688616713471193,0.2899,0.282,0.2858,-2550205.033333333,197015.98753488815,-2191460,-3091629,-2534242.0,47.51111111111111,1.9501912579467127,50.0,46.0,46.0,0.45999999999999996,0.0,0.46,0.46,0.46,3634.4222222222224,13.651338805626498,3645,3617,3645.0,72.00155555555556,0.3403729319936548,73.74,71.34,71.99000000000001,15.600777777777777,0.916421015774033,22.02,14.42,15.41,12.192444444444444,0.9019209351619437,13.21,5.67,12.36,14.014335555555554,0.35457171611349014,15.1841,13.2461,13.9758,0.0,0.0,0,0,0.0,0.0009343777777777779,0.0004467959989404152,0.004272,0.000392,0.000817,1920000.0,0.0,1920000,1920000,1920000.0,7.6,0.04340000000000002
129,lab,0.0,145065955.34065935,244371.04541984588,145587092,144602124,145019284.0,0.14277362637362637,0.009295444943804276,0.1549,0.1286,0.1403,0.281756043956044,0.0002526344707757945,0.2823,0.2814,0.2817,-2542061.3076923075,188036.49532031998,-2163627,-2980298,-2511170.0,45.0,0.0,45.0,45.0,45.0,0.45,0.0,0.45,0.45,0.45,3621.956043956044,17.58529188960166,3648,3610,3610.0,72.00241758241758,0.23846425615844713,73.58,71.41,72.01,15.783076923076923,0.763913451042564,21.79,14.37,15.73,12.184395604395604,0.7445911761067407,13.47,7.05,12.2,13.838638461538462,0.34743713252879166,14.4794,12.7898,13.8672,0.0,0.0,0,0,0.0,0.0009707142857142857,0.0003930813680458054,0.004083,0.00029,0.000938,1920000.0,0.0,1920000,1920000,1920000.0,7.42,0.026300000000000018
130,lab,0.0,144765313.8901099,303530.17457212374,145329419,144284716,144787068.0,0.1760098901098901,0.026177369594301822,0.2211,0.1395,0.1588,0.35414395604395604,0.014898107327899134,0.3638,0.3055,0.3599,-2790129.054945055,189565.3671391693,-2424376,-3219806,-2807076.0,50.0,0.0,50.0,50.0,50.0,0.38,0.0,0.38,0.38,0.38,3580.285714285714,6.2845236967681295,3585,3572,3585.0,72.00296703296704,0.3681319042151861,73.33,70.99,71.96,15.732747252747254,0.8764106925840779,20.55,14.45,15.61,12.119670329670331,0.8678574518759149,13.5,7.19,12.2,13.90037032967033,0.37172177932023465,14.9655,13.2122,13.87,0.0,0.0,0,0,0.0,0.000974934065934066,0.0004243325164223036,0.003497,0.000355,0.000907,1920000.0,0.0,1920000,1920000,1920000.0,6.100000000000001,0.08159999999999998
131,lab,0.0,144752174.1208791,301944.6968678535,145269668,144273348,144776404.0,0.1648868131868132,0.02792492796684714,0.2206,0.1278,0.1543,0.3541802197802198,0.014169475955025596,0.3624,0.3015,0.3577,-2733055.054945055,206644.74562034482,-2219293,-3295613,-2709295.0,48.472527472527474,0.5020106094642339,49.0,48.0,48.0,0.37,0.0,0.37,0.37,0.37,3567.3516483516482,15.562328893391621,3582,3551,3582.0,72.00384615384615,0.4066059223232945,73.54,71.22,72.0,15.67010989010989,0.8490877385700417,21.19,14.26,15.67,12.091098901098901,0.7332703769179861,13.41,6.72,12.16,13.985846153846154,0.43114439687564643,14.9866,13.1174,13.9268,675.1648351648352,6440.662036819465,61440,0,0.0,0.0009711098901098901,0.0003770254766089555,0.003795,0.000285,0.000911,1920000.0,0.0,1920000,1920000,1920000.0,6.9300000000000015,0.0928
132,kitchen,0.0,144980555.5054945,318556.29412563646,145564948,144386012,144954820.0,0.1502824175824176,0.01262585172842339,0.1793,0.1385,0.145,0.3356362637362637,0.011057561681024923,0.3439,0.3011,0.3393,-2742089.769230769,187892.00367185372,-2411924,-3397422,-2752875.0,52.0,0.0,52.0,52.0,52.0,0.28,0.0,0.28,0.28,0.28,3550.7912087912086,2.1526029902653607,3552,3547,3552.0,72.00285714285714,0.25993711083125853,73.02,71.45,71.99,15.746373626373627,0.7607007244544941,21.22,14.5,15.64,12.086373626373625,0.7058383769729545,13.1,6.57,12.22,13.962696703296702,0.295197796758772,14.6889,13.2838,13.9776,0.0,0.0,0,0,0.0,0.0009702747252747253,0.00036543490272806194,0.003838,0.000387,0.000918,1920000.0,0.0,1920000,1920000,1920000.0,6.719999999999999,0.040799999999999975
133,kitchen,0.0,145063982.2222222,280844.07230266125,145607812,144521140,145002964.0,0.15076222222222221,0.011548691037046732,0.1738,0.1387,0.1478,0.33666555555555555,0.01461308603258584,0.3457,0.2884,0.3425,-2750075.722222222,227770.37327906824,-2339779,-3439904,-2758185.5,49.0,0.0,49.0,49.0,49.0,0.27,0.0,0.27,0.27,0.27,3563.6666666666665,3.792363705119745,3565,3553,3565.0,71.99888888888889,0.29541988569478517,72.72,71.5,72.005,15.69877777777778,0.784567193043082,21.41,14.39,15.65,12.138555555555556,0.7326856264565178,13.37,6.64,12.23,13.935308888888889,0.4001156578982895,15.3382,12.9314,13.862950000000001,0.0,0.0,0,0,0.0,0.0009614222222222221,0.0003724640387672097,0.003944,0.000374,0.0009029999999999999,1920000.0,0.0,1920000,1920000,1920000.0,7.02,0.03510000000000002
