room_label,noise_type,location,TotalUsedMem_mean,TotalUsedMem_std,TotalUsedMem_max,TotalUsedMem_min,TotalUsedMem_median,CpuUtil_mean,CpuUtil_std,CpuUtil_max,CpuUtil_min,CpuUtil_median,GpuUtil_mean,GpuUtil_std,GpuUtil_max,GpuUtil_min,GpuUtil_median,BatteryMicroAmps_mean,BatteryMicroAmps_std,BatteryMicroAmps_max,BatteryMicroAmps_min,BatteryMicroAmps_median,BatteryVoltageMv_mean,BatteryVoltageMv_std,BatteryVoltageMv_max,BatteryVoltageMv_min,BatteryVoltageMv_median,AvgFPS_mean,AvgFPS_std,AvgFPS_max,AvgFPS_min,AvgFPS_median,MainThreadMs_mean,MainThreadMs_std,MainThreadMs_max,MainThreadMs_min,MainThreadMs_median,FrameTimeStdDev_mean,FrameTimeStdDev_max
lab,0.0,privateeyelab,146248856.35164836,317766.31637225783,146831864,145734352,146262420.0,0.1724318681318681,0.0058228644940227,0.1842,0.1572,0.1728,0.2907560439560439,0.0019847310924045,0.2945,0.2882,0.2899,-2377721.1208791207,192375.54649272375,-2038380,-2993848,-2312679.0,3944.934065934066,3.9237232822415695,3948,3921,3946.0,72.00879120879121,0.4350423610659731,73.92,71.22,72.02,13.920293406593403,0.4885461294726531,14.7604,12.9108,13.9985,0.0010416923076923,0.003918
lab,1.0,privateeyelab,146020375.6,316731.0743306208,146604199,145513432,146025096.0,0.17743,0.0121620560244381,0.2039,0.1605,0.1784,0.29419,0.0045335714026495,0.2988,0.2854,0.29595,-2373227.1333333333,181129.8095204192,-2047902,-2772651,-2335384.0,3933.3555555555554,3.412834701406754,3936,3929,3936.0,72.00322222222222,0.4928746855747411,73.54,71.02,72.02,13.86638,0.6400895871637856,15.4733,12.5081,13.80995,0.0010465888888888,0.004186
lab,1.0,privateeyelab,146119726.13186812,315490.2141879405,146680864,145598554,146149250.0,0.1731153846153846,0.0109470840671226,0.1914,0.1576,0.1744,0.2995186813186813,0.0054388297778905,0.3078,0.2925,0.3006,-2346363.043956044,161023.91239122162,-1985644,-2694646,-2322933.0,3927.307692307693,2.41151085740555,3928,3919,3928.0,72.01417582417582,0.4852767044207667,73.59,70.69,72.05,13.855074725274724,0.6667791269467485,15.3965,12.3175,13.9288,0.0010562197802197,0.004356
lab,2.0,privateeyelab,145992284.8777778,304543.6303133543,146545954,145512160,146010728.0,0.1673988888888888,0.0066331224440908,0.1763,0.1571,0.16715,0.2976722222222222,0.003881764563937,0.3042,0.291,0.2973,-2337618.3444444444,169603.04911672143,-2058156,-2765693,-2326778.0,3896.9,4.484805809181103,3902,3893,3893.0,71.99977777777778,0.4047914646304965,73.83,71.03,71.97999999999999,13.886522222222222,0.5095703267730476,14.9402,12.7393,13.8238,0.0010037444444444,0.003489
lab,2.0,privateeyelab,146063727.4888889,316878.5462480196,146628356,145552886,146072747.0,0.17193,0.0093226491147556,0.1836,0.1467,0.1709,0.3105988888888889,0.0202824299590482,0.3529,0.2943,0.3015,-2428025.933333333,221076.4307585995,-2067678,-2993116,-2411924.0,3900.222222222222,3.505301852003438,3907,3893,3901.0,71.99255555555555,0.3796377963657779,73.08,71.17,71.99,13.89823111111111,0.5857377818901415,15.738,12.5692,13.908,0.0010559666666666,0.00421
hallway,0.0,Floor4HallwayInFrontOf4214,144132369.46153846,201743.6455115664,144568500,143749972,144111924.0,0.1322758241758241,0.0071486803857517,0.1462,0.1183,0.1298,0.2585340659340659,0.002117557281409,0.2637,0.257,0.2577,-2388305.2967032967,181265.8383423206,-2089285,-2803414,-2365048.0,3811.978021978022,4.294642714354343,3816,3806,3814.0,72.00758241758243,0.2529881009908945,73.42,71.5,71.98,13.829686813186814,0.2639735231709552,14.5305,13.0401,13.8406,0.0008931428571428,0.003736
hallway,0.0,Floor4HallwayInFrontOf4214,144759213.13186812,181099.51631313397,145091748,144452836,144757732.0,0.1854296703296703,0.0098520104491474,0.2018,0.1704,0.1816,0.2589758241758242,0.0004177560849588,0.2594,0.2581,0.2592,-2578196.274725274,170389.74935685052,-2185234,-2970410,-2570131.0,3777.032967032967,7.876054496525767,3787,3768,3778.0,72.0021978021978,0.2190017868917566,73.46,71.4,71.98,14.072892307692308,0.2175692309898259,14.6892,13.5214,14.0452,0.0007384725274725,0.004917
hallway,1.0,Floor4HallwayInFrontOf4214,145116994.74725273,198753.79749499168,145537308,144726646,145092982.0,0.2064175824175824,0.0110112023100375,0.2261,0.1892,0.2046,0.2742736263736263,0.0039398487045072,0.2883,0.2696,0.2738,-2610934.824175824,196464.34803018157,-2214532,-3205523,-2591006.0,3789.4175824175823,4.802929508969719,3791,3775,3791.0,72.00846153846155,0.339437191299962,73.27,71.33,72.0,13.936527472527471,0.4720796717282968,14.7298,12.8167,13.9392,0.0008564395604395,0.003154
hallway,1.0,Floor4HallwayInFrontOf4214,144681976.53846154,248306.6935515957,145213907,144173368,144714470.0,0.202067032967033,0.0933890120290688,0.4404,0.1499,0.1622,0.2734395604395604,0.0036369058620047,0.2778,0.2668,0.2735,-2585307.5164835164,297195.12432333664,-2069509,-3492273,-2562441.0,3790.3846153846152,7.028148532499372,3797,3783,3797.0,72.01604395604396,0.5728231821831217,75.55,69.49,72.01,13.956858241758242,0.6286383431346648,17.2848,12.811,13.9394,0.0010135274725274,0.003814
hallway,2.0,Floor4HallwayInFrontOf4214,144653737.8791209,199286.5515655857,145078595,144200768,144631400.0,0.1457780219780219,0.0140824698133514,0.1787,0.1244,0.1428,0.279645054945055,0.0090431590318166,0.3026,0.2689,0.2774,-2489498.659340659,209428.7864784283,-2127005,-3013258,-2470886.0,3767.846153846154,17.61118525692828,3790,3754,3754.0,72.01054945054945,0.3534696675258091,72.92,70.89,72.01,13.91066153846154,0.5804474744672293,15.0189,12.4042,13.9469,0.000994934065934,0.004121
hallway,2.0,Floor4HallwayInFrontOf4214,144671724.53846154,204008.09328608363,145096032,144232564,144663524.0,0.1462802197802198,0.0083419584668272,0.1582,0.1356,0.1509,0.2894648351648352,0.0146046063785549,0.3109,0.2672,0.2938,-2512985.0659340657,244317.0268919645,-2043507,-3129349,-2466491.0,3755.703296703297,16.539175382839417,3777,3743,3743.0,72.01043956043956,0.3536473827224956,73.11,71.25,71.99,13.866774725274729,0.5125320149552518,14.9818,12.6623,13.9106,0.0009510879120879,0.003993
kitchen,0.0,Floor4Kitchen,144545023.4065934,269636.79280002246,145092596,143989595,144556660.0,0.2098813186813186,0.077715492395286,0.4098,0.1456,0.1963,0.348854945054945,0.0289173545114589,0.4306,0.3323,0.337,-2806178.395604396,277622.3556331265,-2335751,-3702484,-2826852.0,3621.285714285714,3.634054100636266,3627,3619,3619.0,72.00835164835165,0.5627102347592482,75.07,69.9,71.98,13.911886813186811,0.4915461737571426,16.5944,12.3031,13.9179,0.0010005384615384,0.003688
kitchen,0.0,Floor4Kitchen,144791865.7912088,299629.8432194282,145377268,144276027,144708628.0,0.1632164835164835,0.0226932308249558,0.1947,0.1368,0.1606,0.3320516483516483,0.0137361110672834,0.3426,0.2872,0.3359,-2771113.791208791,244077.68516703945,-2203179,-3404747,-2773750.0,3640.692307692308,7.004272200580421,3647,3633,3647.0,71.99879120879122,0.2764611090384042,73.62,71.42,71.97,13.856775824175823,0.3031930929807893,14.507,13.1613,13.8532,0.0009450989010989,0.003743
kitchen,1.0,Floor4Kitchen,145492834.2197802,299304.5612594145,146186795,145043696,145414080.0,0.1707725274725274,0.0094381738574326,0.1889,0.1531,0.1724,0.3400527472527472,0.0017079123487359,0.3427,0.3365,0.3398,-2650671.659340659,222537.06969892143,-2222589,-3090164,-2636051.0,3644.681318681319,7.686755016663804,3659,3640,3640.0,72.00153846153846,0.4367428001745115,72.99,71.22,72.01,13.944498901098902,0.546962523090427,15.2313,12.6952,13.9941,0.0010262527472527,0.003675
kitchen,1.0,Floor4Kitchen,145545084.56043956,309477.4251665801,146135900,144965414,145485500.0,0.1568670329670329,0.008432609388493,0.1725,0.1452,0.1556,0.3452142857142857,0.0043916479171913,0.3537,0.3393,0.3428,-2673494.010989011,235886.36722868145,-2318172,-3609098,-2596133.0,3621.098901098901,15.731818391085412,3648,3612,3612.0,71.9289010989011,0.9712620089913376,73.03,63.48,72.04,13.884153846153849,0.5238817424461134,14.8827,12.2618,13.8787,0.0011337912087912,0.004651
kitchen,2.0,Floor4Kitchen,145560499.30769232,333161.26194896275,146312517,144974532,145495560.0,0.1537780219780219,0.0061658702584433,0.1645,0.1437,0.1524,0.2816714285714286,0.0129480610793387,0.311,0.2651,0.2799,-2609687.274725274,217247.86480838296,-2161796,-3102982,-2613712.0,3644.901098901099,1.0006103143687142,3646,3644,3644.0,72.00934065934067,0.445485508425737,73.52,71.27,72.01,13.893937362637365,0.580535126059158,15.4436,12.868,13.8345,0.0010065054945054,0.004032
